distance	count.Inner	count.Outer	count.Right	count.Left	sum	log10count.Inner	log10count.Outer	log10count.Right	log10count.Left	log10sum	proportion.Inner	proportion.Outer	proportion.Right	proportion.Left	allpossible_sumcount	prob	log10prob	count_per_chr.1	count_per_chr.10	count_per_chr.11	count_per_chr.12	count_per_chr.13	count_per_chr.14	count_per_chr.15	count_per_chr.16	count_per_chr.17	count_per_chr.18	count_per_chr.19	count_per_chr.2	count_per_chr.20	count_per_chr.21	count_per_chr.22	count_per_chr.3	count_per_chr.4	count_per_chr.5	count_per_chr.6	count_per_chr.7	count_per_chr.8	count_per_chr.9	count_per_chr.X	count_per_chr.Y	allpossible_count_per_chr.1	allpossible_count_per_chr.10	allpossible_count_per_chr.11	allpossible_count_per_chr.12	allpossible_count_per_chr.13	allpossible_count_per_chr.14	allpossible_count_per_chr.15	allpossible_count_per_chr.16	allpossible_count_per_chr.17	allpossible_count_per_chr.18	allpossible_count_per_chr.19	allpossible_count_per_chr.2	allpossible_count_per_chr.20	allpossible_count_per_chr.21	allpossible_count_per_chr.22	allpossible_count_per_chr.3	allpossible_count_per_chr.4	allpossible_count_per_chr.5	allpossible_count_per_chr.6	allpossible_count_per_chr.7	allpossible_count_per_chr.8	allpossible_count_per_chr.9	allpossible_count_per_chr.X	allpossible_count_per_chr.Y	prob_per_chr.1	prob_per_chr.10	prob_per_chr.11	prob_per_chr.12	prob_per_chr.13	prob_per_chr.14	prob_per_chr.15	prob_per_chr.16	prob_per_chr.17	prob_per_chr.18	prob_per_chr.19	prob_per_chr.2	prob_per_chr.20	prob_per_chr.21	prob_per_chr.22	prob_per_chr.3	prob_per_chr.4	prob_per_chr.5	prob_per_chr.6	prob_per_chr.7	prob_per_chr.8	prob_per_chr.9	prob_per_chr.X	prob_per_chr.Y	log10prob_per_chr.1	log10prob_per_chr.10	log10prob_per_chr.11	log10prob_per_chr.12	log10prob_per_chr.13	log10prob_per_chr.14	log10prob_per_chr.15	log10prob_per_chr.16	log10prob_per_chr.17	log10prob_per_chr.18	log10prob_per_chr.19	log10prob_per_chr.2	log10prob_per_chr.20	log10prob_per_chr.21	log10prob_per_chr.22	log10prob_per_chr.3	log10prob_per_chr.4	log10prob_per_chr.5	log10prob_per_chr.6	log10prob_per_chr.7	log10prob_per_chr.8	log10prob_per_chr.9	log10prob_per_chr.X	log10prob_per_chr.Y
7.450	2857602	2856418	2883128	2856877	11454025	6.456	6.456	6.460	6.456	7.059	0.249	0.249	0.252	0.249	2.419E+09	7.279E-10	-9.138	1.318E+06	6.221E+05	5.485E+05	4.492E+05	2.202E+05	2.716E+05	3.286E+05	3.146E+05	2.434E+05	2.050E+05	1.556E+05	1.179E+06	1.655E+05	2.795E+04	4.782E+04	7.219E+05	7.384E+05	7.808E+05	8.348E+05	1.107E+06	6.589E+05	5.163E+05	0.000E+00	0.000E+00	2.211E+08	1.074E+08	1.068E+08	1.057E+08	8.699E+07	7.917E+07	7.435E+07	6.217E+07	5.301E+07	4.989E+07	3.095E+07	2.150E+08	3.484E+07	1.995E+07	2.312E+07	1.698E+08	1.630E+08	1.527E+08	1.429E+08	1.310E+08	1.182E+08	1.130E+08	1.271E+08	3.119E+07	9.164E-10	8.910E-10	7.894E-10	6.536E-10	3.893E-10	5.274E-10	6.795E-10	7.781E-10	7.059E-10	6.316E-10	7.733E-10	8.428E-10	7.304E-10	2.155E-10	3.180E-10	6.535E-10	6.966E-10	7.860E-10	8.980E-10	1.299E-09	8.572E-10	7.024E-10	0.000E+00	0.000E+00	-9.038	-9.050	-9.103	-9.185	-9.410	-9.278	-9.168	-9.109	-9.151	-9.200	-9.112	-9.074	-9.136	-9.667	-9.498	-9.185	-9.157	-9.105	-9.047	-8.886	-9.067	-9.153	-100.000	-100.000
7.550	2407580	2407952	2421543	2403660	9640735	6.382	6.382	6.384	6.381	6.984	0.250	0.250	0.251	0.249	2.244E+09	5.247E-10	-9.280	1.054E+06	4.540E+05	4.587E+05	3.843E+05	1.692E+05	2.371E+05	3.231E+05	2.335E+05	2.319E+05	1.683E+05	2.111E+05	1.002E+06	1.057E+05	4.930E+03	3.024E+03	6.359E+05	6.894E+05	7.788E+05	7.574E+05	8.400E+05	5.599E+05	3.387E+05	0.000E+00	0.000E+00	2.138E+08	1.001E+08	9.953E+07	9.837E+07	7.969E+07	7.187E+07	6.705E+07	5.487E+07	4.571E+07	4.260E+07	2.365E+07	2.077E+08	2.754E+07	1.265E+07	1.582E+07	1.625E+08	1.557E+08	1.454E+08	1.356E+08	1.237E+08	1.109E+08	1.057E+08	1.198E+08	2.389E+07	6.024E-10	5.541E-10	5.629E-10	4.771E-10	2.594E-10	4.028E-10	5.886E-10	5.197E-10	6.194E-10	4.824E-10	1.090E-09	5.889E-10	4.685E-10	4.760E-11	2.334E-11	4.778E-10	5.409E-10	6.540E-10	6.820E-10	8.296E-10	6.167E-10	3.912E-10	0.000E+00	0.000E+00	-9.220	-9.256	-9.250	-9.321	-9.586	-9.395	-9.230	-9.284	-9.208	-9.317	-8.963	-9.230	-9.329	-10.322	-10.632	-9.321	-9.267	-9.184	-9.166	-9.081	-9.210	-9.408	-100.000	-100.000
7.650	2006865	2003786	2020633	1998212	8029496	6.303	6.302	6.305	6.301	6.905	0.250	0.250	0.252	0.249	2.024E+09	3.849E-10	-9.415	9.278E+05	4.236E+05	4.650E+05	3.705E+05	1.430E+05	1.678E+05	2.611E+05	2.442E+05	1.566E+05	1.067E+05	1.781E+05	8.585E+05	7.920E+04	0.000E+00	0.000E+00	5.066E+05	5.633E+05	6.415E+05	5.666E+05	6.794E+05	4.813E+05	2.088E+05	0.000E+00	0.000E+00	2.046E+08	9.087E+07	9.034E+07	8.918E+07	7.050E+07	6.268E+07	5.786E+07	4.569E+07	3.653E+07	3.341E+07	1.446E+07	1.985E+08	1.836E+07	3.462E+06	6.636E+06	1.534E+08	1.465E+08	1.362E+08	1.264E+08	1.145E+08	1.017E+08	9.655E+07	1.106E+08	1.471E+07	4.400E-10	4.522E-10	4.993E-10	4.030E-10	1.968E-10	2.597E-10	4.378E-10	5.185E-10	4.159E-10	3.097E-10	1.195E-09	4.195E-10	4.186E-10	0.000E+00	0.000E+00	3.205E-10	3.730E-10	4.568E-10	4.347E-10	5.758E-10	4.591E-10	2.098E-10	0.000E+00	0.000E+00	-9.357	-9.345	-9.302	-9.395	-9.706	-9.586	-9.359	-9.285	-9.381	-9.509	-8.923	-9.377	-9.378	-100.000	-100.000	-9.494	-9.428	-9.340	-9.362	-9.240	-9.338	-9.678	-100.000	-100.000
7.750	1597542	1596584	1605259	1584926	6384311	6.203	6.203	6.206	6.200	6.805	0.250	0.250	0.251	0.248	1.759E+09	2.797E-10	-9.553	8.608E+05	3.023E+05	4.033E+05	3.331E+05	1.198E+05	1.043E+05	1.500E+05	2.643E+05	7.807E+04	6.427E+04	3.187E+04	6.895E+05	3.035E+04	0.000E+00	0.000E+00	4.230E+05	4.238E+05	4.727E+05	4.237E+05	6.639E+05	3.365E+05	2.087E+05	0.000E+00	0.000E+00	1.930E+08	7.930E+07	7.877E+07	7.762E+07	5.894E+07	5.112E+07	4.630E+07	3.412E+07	2.496E+07	2.184E+07	2.895E+06	1.870E+08	6.791E+06	0.000E+00	0.000E+00	1.418E+08	1.349E+08	1.247E+08	1.149E+08	1.029E+08	9.013E+07	8.498E+07	9.904E+07	3.139E+06	3.436E-10	2.937E-10	3.946E-10	3.307E-10	1.566E-10	1.572E-10	2.496E-10	5.969E-10	2.410E-10	2.267E-10	8.484E-10	2.842E-10	3.443E-10	0.000E+00	0.000E+00	2.299E-10	2.421E-10	2.922E-10	2.842E-10	4.972E-10	2.877E-10	1.893E-10	0.000E+00	0.000E+00	-9.464	-9.532	-9.404	-9.481	-9.805	-9.804	-9.603	-9.224	-9.618	-9.644	-9.071	-9.546	-9.463	0.000	0.000	-9.638	-9.616	-9.534	-9.546	-9.304	-9.541	-9.723	-100.000	-100.000
7.850	1228927	1224584	1236606	1222632	4912749	6.090	6.088	6.092	6.087	6.691	0.250	0.249	0.252	0.249	1.470E+09	2.046E-10	-9.689	6.376E+05	2.229E+05	3.136E+05	2.522E+05	8.512E+04	6.923E+04	6.469E+04	1.723E+05	4.545E+04	2.915E+04	0.000E+00	5.887E+05	0.000E+00	0.000E+00	0.000E+00	3.601E+05	3.646E+05	3.658E+05	4.050E+05	5.067E+05	2.681E+05	1.613E+05	0.000E+00	0.000E+00	1.785E+08	6.474E+07	6.421E+07	6.306E+07	4.438E+07	3.655E+07	3.174E+07	1.956E+07	1.040E+07	7.283E+06	0.000E+00	1.724E+08	0.000E+00	0.000E+00	0.000E+00	1.272E+08	1.204E+08	1.101E+08	1.003E+08	8.834E+07	7.557E+07	7.042E+07	8.448E+07	0.000E+00	2.187E-10	2.107E-10	2.990E-10	2.449E-10	1.174E-10	1.159E-10	1.248E-10	5.393E-10	2.675E-10	2.450E-10	0.000E+00	2.090E-10	0.000E+00	0.000E+00	0.000E+00	1.733E-10	1.854E-10	2.034E-10	2.471E-10	3.511E-10	2.171E-10	1.402E-10	0.000E+00	0.000E+00	-9.660	-9.676	-9.524	-9.611	-9.930	-9.936	-9.904	-9.268	-9.573	-9.611	0.000	-9.680	0.000	0.000	0.000	-9.761	-9.732	-9.692	-9.607	-9.455	-9.663	-9.853	-100.000	0.000
7.950	876149	877927	878513	865701	3498290	5.943	5.943	5.944	5.937	6.544	0.250	0.251	0.251	0.247	1.140E+09	1.492E-10	-9.826	6.337E+05	1.491E+05	1.683E+05	1.376E+05	3.023E+04	1.704E+04	1.814E+03	4.524E+04	9.820E+02	0.000E+00	0.000E+00	4.585E+05	0.000E+00	0.000E+00	0.000E+00	2.922E+05	2.386E+05	2.632E+05	3.408E+05	3.869E+05	2.139E+05	1.203E+05	0.000E+00	0.000E+00	1.601E+08	4.641E+07	4.588E+07	4.473E+07	2.604E+07	1.822E+07	1.341E+07	1.230E+06	0.000E+00	0.000E+00	0.000E+00	1.541E+08	0.000E+00	0.000E+00	0.000E+00	1.089E+08	1.020E+08	9.179E+07	8.199E+07	7.001E+07	5.724E+07	5.209E+07	6.615E+07	0.000E+00	1.924E-10	1.562E-10	1.783E-10	1.495E-10	5.644E-11	4.545E-11	6.579E-12	1.789E-09	0.000E+00	0.000E+00	0.000E+00	1.447E-10	0.000E+00	0.000E+00	0.000E+00	1.305E-10	1.137E-10	1.394E-10	2.021E-10	2.687E-10	1.817E-10	1.123E-10	0.000E+00	0.000E+00	-9.716	-9.806	-9.749	-9.825	-10.248	-10.342	-11.182	-8.747	0.000	0.000	0.000	-9.840	0.000	0.000	0.000	-9.884	-9.944	-9.856	-9.694	-9.571	-9.741	-9.950	-100.000	0.000
8.050	757911	759484	765619	755551	3038565	5.880	5.881	5.884	5.878	6.483	0.249	0.250	0.252	0.249	7.844E+08	1.496E-10	-9.825	6.932E+05	7.407E+04	1.334E+05	1.135E+05	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	4.618E+05	0.000E+00	0.000E+00	0.000E+00	2.757E+05	1.875E+05	2.260E+05	3.926E+05	2.759E+05	1.644E+05	4.059E+04	0.000E+00	0.000E+00	1.370E+08	2.333E+07	2.280E+07	2.165E+07	2.968E+06	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	1.310E+08	0.000E+00	0.000E+00	0.000E+00	8.582E+07	7.895E+07	6.871E+07	5.891E+07	4.694E+07	3.416E+07	2.901E+07	4.307E+07	0.000E+00	1.953E-10	1.226E-10	2.259E-10	2.025E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	1.361E-10	0.000E+00	0.000E+00	0.000E+00	1.241E-10	9.170E-11	1.270E-10	2.574E-10	2.270E-10	1.858E-10	5.404E-11	0.000E+00	0.000E+00	-9.709	-9.912	-9.646	-9.694	-100.000	0.000	0.000	0.000	0.000	0.000	0.000	-9.866	0.000	0.000	0.000	-9.906	-10.038	-9.896	-9.589	-9.644	-9.731	-10.267	-100.000	0.000
8.150	625152	627502	637178	620479	2510311	5.796	5.798	5.804	5.793	6.400	0.249	0.250	0.254	0.247	4.231E+08	1.820E-10	-9.740	8.903E+05	9.451E+03	5.990E+03	5.643E+03	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	4.748E+05	0.000E+00	0.000E+00	0.000E+00	3.152E+05	1.368E+05	1.371E+05	3.161E+05	1.619E+05	4.692E+04	1.015E+04	0.000E+00	0.000E+00	1.080E+08	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	1.019E+08	0.000E+00	0.000E+00	0.000E+00	5.677E+07	4.990E+07	3.966E+07	2.986E+07	1.788E+07	5.110E+06	0.000E+00	1.402E+07	0.000E+00	2.529E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	1.429E-10	0.000E+00	0.000E+00	0.000E+00	1.703E-10	8.407E-11	1.061E-10	3.247E-10	2.777E-10	2.816E-10	0.000E+00	0.000E+00	0.000E+00	-9.597	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-9.845	0.000	0.000	0.000	-9.769	-10.075	-9.974	-9.488	-9.556	-9.550	0.000	-100.000	0.000
8.250	371221	371299	376051	371220	1489791	5.570	5.570	5.575	5.570	6.173	0.249	0.249	0.252	0.249	1.734E+08	2.094E-10	-9.679	7.818E+05	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	3.764E+05	0.000E+00	0.000E+00	0.000E+00	1.843E+05	6.898E+04	3.873E+04	3.938E+04	3.080E+02	0.000E+00	0.000E+00	0.000E+00	0.000E+00	7.142E+07	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	6.537E+07	0.000E+00	0.000E+00	0.000E+00	2.019E+07	1.333E+07	3.087E+06	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	2.667E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	1.403E-10	0.000E+00	0.000E+00	0.000E+00	2.223E-10	1.261E-10	3.057E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	-9.574	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-9.853	0.000	0.000	0.000	-9.653	-9.899	-9.515	0.000	0.000	0.000	0.000	0.000	0.000
8.350	156238	154434	159289	154354	624315	5.194	5.189	5.202	5.189	5.795	0.250	0.247	0.255	0.247	4.471E+07	2.703E-10	-9.568	4.393E+05	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	1.850E+05	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	2.538E+07	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	1.933E+07	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	3.351E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	1.853E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	-9.475	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-9.732	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
